UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	Q70SM2	ENSG00000177374
	V9GYA4	ENSG00000177374
	I3L388	ENSG00000177374
Q14526		ENSG00000177374
	K7ENQ1	ENSG00000177374
Q96KM6		ENSG00000196700
Q9BRH9		ENSG00000198169
	H0YCK5	ENSG00000198169
Q6ZMY9		ENSG00000197363
	E9PIL1	ENSG00000197363
	G3V191	ENSG00000197363
	H0YCN3	ENSG00000197363
	A0A3B3ISV7	ENSG00000185513
	B0QYN5	ENSG00000185513
	B0QYN4	ENSG00000185513
	A0A3B3IS65	ENSG00000185513
	A0A3F2YNZ1	ENSG00000185513
	A0A994J4Z1	ENSG00000185513
Q9Y468		ENSG00000185513
	A0A3B3ISS0	ENSG00000185513
	A0A3B3IT75	ENSG00000185513
	A0A3B3IUA3	ENSG00000185513
	A0A3B3ITG5	ENSG00000185513
	A0A0A0MRR4	ENSG00000185513
	A0A3B3ISK5	ENSG00000185513
	H0Y7I2	ENSG00000185513
	A0A3B3ISP5	ENSG00000185513
	A0A3B3ISB7	ENSG00000185513
Q8N2Z9		ENSG00000175279
	K7ESB0	ENSG00000175279
	A0A0U1RQL5	ENSG00000175279
	D6REQ3	ENSG00000170365
	D6RAY1	ENSG00000170365
	D6RDN7	ENSG00000170365
Q15797		ENSG00000170365
	D6RD62	ENSG00000170365
	D6RBH9	ENSG00000170365
	A0A1D5RMR4	ENSG00000170365
Q49AG3		ENSG00000236287
	E9PM71	ENSG00000236287
	E9PJ57	ENSG00000236287
	E9PJT5	ENSG00000236287
	E9PNT1	ENSG00000236287
	H0YLX2	ENSG00000181827
Q2KHR2	A0A8C8UYX0	ENSG00000181827
Q2KHR2		ENSG00000181827
	H0YMH6	ENSG00000181827
	A0A6E1WCP9	ENSG00000173153
P11474		ENSG00000173153
P11474	Q569H8	ENSG00000173153
	F5H0E9	ENSG00000173153
	F5GWT5	ENSG00000173153
	H0YGT3	ENSG00000173153
Q8N9L1		ENSG00000174963
	C9JD04	ENSG00000174963
	C9J6T3	ENSG00000174963
	C9JZU7	ENSG00000174963
Q6NX45		ENSG00000196391
	H0YLG8	ENSG00000196391
	E7EQ77	ENSG00000196391
	H0YNW6	ENSG00000196391
Q13461	A0A0A1EII5	ENSG00000186790
Q86TJ5		ENSG00000172006
	K7EIR8	ENSG00000172006
	K7EQV8	ENSG00000172006
	K7ENK0	ENSG00000186300
Q8NEP9		ENSG00000186300
	K7EKA5	ENSG00000172000
	A0A0C4DGQ3	ENSG00000172000
Q9HAH1		ENSG00000172000
Q7RTS1		ENSG00000180535
Q6AHZ1		ENSG00000177853
Q9NRE2		ENSG00000182463
	S4R3C8	ENSG00000182463
	B1H0U8	ENSG00000182463
O75362		ENSG00000171940
	Q9BZ31	ENSG00000171940
	A2A326	ENSG00000171940
Q13948		ENSG00000257923
	A0A2R8Y852	ENSG00000257923
	A0A2R8YDI1	ENSG00000257923
P39880		ENSG00000257923
	A0A2R8Y8D0	ENSG00000257923
O60548		ENSG00000186564
	A0A087WXG7	ENSG00000214575
Q9BZB8		ENSG00000214575
	A0A024R214	ENSG00000214575
	A0A087WVR7	ENSG00000214575
	A0A087WUQ9	ENSG00000214575
	H3BNX1	ENSG00000214575
	H3BPD6	ENSG00000214575
	H3BTE4	ENSG00000214575
	A0A087X171	ENSG00000214575
	A0A024RCN4	ENSG00000197062
	A0A087X2F1	ENSG00000197062
	A0A087WXH0	ENSG00000197062
	B4DMT1	ENSG00000197062
Q16670		ENSG00000197062
P58317		ENSG00000197961
	K7EQI1	ENSG00000197961
P58012	Q53ZD3	ENSG00000183770
O75971	A0A024R5X1	ENSG00000174446
	H3BQA0	ENSG00000174446
	H3BSI3	ENSG00000174446
O75971		ENSG00000174446
Q8N680		ENSG00000181472
Q8HWS3		ENSG00000185002
Q9UJV8		ENSG00000172733
Q9UJV8	K7ENC1	ENSG00000172733
Q15776	A0A024RCK7	ENSG00000198315
Q15776		ENSG00000198315
P28702	A0A0S2Z570	ENSG00000204231
P28702	Q5STP9	ENSG00000204231
	E9PK75	ENSG00000204231
O14753		ENSG00000172818
	G3V1B0	ENSG00000172818
O15162		ENSG00000188313
	F2Z3F2	ENSG00000188313
	C9J7K9	ENSG00000188313
	H7C5I5	ENSG00000188313
	C9J9P4	ENSG00000188313
	C9J0H3	ENSG00000188313
	C9JE06	ENSG00000188313
O15209	A0A1U9X8V3	ENSG00000236104
	A2AB93	ENSG00000236104
	V9GYJ1	ENSG00000183621
Q7Z4V0		ENSG00000183621
	Q5T427	ENSG00000183621
	A0A087X1Z5	ENSG00000213588
	A0A087X1K1	ENSG00000213588
Q96C00	A0A1U9X8U5	ENSG00000213588
	A0A087WTT7	ENSG00000213588
O43298		ENSG00000169155
	Q5JU97	ENSG00000169155
P28347	H0YE88	ENSG00000187079
	H0YCZ6	ENSG00000187079
P28347		ENSG00000187079
	H0YEJ9	ENSG00000187079
	E9PKB7	ENSG00000187079
	D6RC96	ENSG00000168826
Q6ZSB9		ENSG00000168826
	D6RB16	ENSG00000168826
	D6RJ00	ENSG00000168826
	H0Y8P2	ENSG00000168826
	H0YAD4	ENSG00000168826
Q5VV16		ENSG00000204779
Q9BU19		ENSG00000171163
	H0YCH4	ENSG00000171163
	H0YEY1	ENSG00000171163
	H0YDF5	ENSG00000171163
	E7ET73	ENSG00000171163
	E9PLQ5	ENSG00000171163
	E9PRH5	ENSG00000171163
	E9PLQ7	ENSG00000171163
Q9HBZ2	X5DQN9	ENSG00000172379
Q9HBZ2		ENSG00000172379
	H0YKW1	ENSG00000172379
P48742		ENSG00000273706
	A0A087WY40	ENSG00000273706
Q4W5G0	V9HWD1	ENSG00000180346
	D6RIV8	ENSG00000168214
	A0A7P0T964	ENSG00000168214
	A0A7P0T9W9	ENSG00000168214
	A0A7P0T848	ENSG00000168214
	A0A7P0Z4N7	ENSG00000168214
	A0A7P0TBJ4	ENSG00000168214
	D6RCM1	ENSG00000168214
	A0A7P0T806	ENSG00000168214
Q06330	D6RE93	ENSG00000168214
	D6REC2	ENSG00000168214
	D6RBQ8	ENSG00000168214
	D6R9K5	ENSG00000168214
	D6RA45	ENSG00000168214
	A0A7P0T947	ENSG00000168214
Q06330	H0Y8R3	ENSG00000168214
	D6R9X3	ENSG00000168214
	D6R927	ENSG00000168214
	D6RB37	ENSG00000168214
	A0A7P0TA33	ENSG00000168214
	A0A0A0MRG3	ENSG00000197008
	A0A0A0MT90	ENSG00000197008
P52744		ENSG00000197008
	C9JHF6	ENSG00000197008
	E7EWC5	ENSG00000197008
	J3QSS9	ENSG00000197008
P0C7X2	A0A0S2Z633	ENSG00000229809
P0C7X2		ENSG00000229809
	H3BR26	ENSG00000229809
	H3BTK8	ENSG00000229809
	H3BR45	ENSG00000229809
Q8WXT5		ENSG00000184659
P51843	F1D8P4	ENSG00000169297
	A6NNU8	ENSG00000169297
	Q8IVZ9	ENSG00000278570
Q9Y5X4		ENSG00000278570
Q9Y5X4	F1D8Q9	ENSG00000278570
A6NKF2		ENSG00000205143
	A0A8I5QL24	ENSG00000205143
P0CH99		ENSG00000215343
O15014		ENSG00000180357
	E7ERY8	ENSG00000180357
Q9Y4A0		ENSG00000183340
O15525	A0A024R8X1	ENSG00000197063
	I3L2F8	ENSG00000197063
Q9NQV6		ENSG00000170325
	E9PLV1	ENSG00000170325
	E9PS52	ENSG00000170325
	E9PIB4	ENSG00000170325
Q96LW9	A0A024RCL4	ENSG00000235109
Q96LW9		ENSG00000235109
	C9J423	ENSG00000235109
	C9JUE1	ENSG00000235109
	C9JPM5	ENSG00000235109
	C9JBH3	ENSG00000235109
	C9IYT1	ENSG00000235109
	C9JIC2	ENSG00000235109
	C9J6S7	ENSG00000235109
	C9JAI0	ENSG00000235109
	C9JHB1	ENSG00000235109
	C9JH14	ENSG00000235109
	C9J1X2	ENSG00000235109
A6NFD8		ENSG00000187821
	A0A087WSW0	ENSG00000187821
	A0A0C4DFQ2	ENSG00000177125
	A0A8Q3WKM1	ENSG00000177125
Q5VIY5		ENSG00000204604
		ENSG00000204604
	M0QYE7	ENSG00000204604
	M0QZR5	ENSG00000204604
	M0R171	ENSG00000204604
	M0QYC0	ENSG00000204604
P0CG23		ENSG00000236609
A6NFI3		ENSG00000205903
	A0A087WZ61	ENSG00000205903
P0C7M4		ENSG00000203989
Q86T24		ENSG00000177485
	E9PS66	ENSG00000187801
Q9UJL9		ENSG00000187801
Q9H2A3		ENSG00000178403
Q96MW7		ENSG00000221944
	K7EQQ2	ENSG00000189144
Q86YE8		ENSG00000189144
	K7EL03	ENSG00000189144
	K7EM47	ENSG00000189144
	A0A0A0MRV5	ENSG00000189144
	K7EM14	ENSG00000189144
	K7ERS7	ENSG00000189144
	A0A1B0GVP4	ENSG00000178177
Q8N3X6		ENSG00000178177
	A0A6Q8PFX9	ENSG00000178177
	A0A6Q8PHE0	ENSG00000178177
	A0A1B0GWC6	ENSG00000178177
	A0A6Q8PFT7	ENSG00000178177
	D6RA10	ENSG00000178177
	A0A6Q8PG24	ENSG00000178177
	A0A6Q8PFB4	ENSG00000178177
	C9JI46	ENSG00000178177
	A0A6Q8PFA3	ENSG00000178177
	A0A6Q8PHT2	ENSG00000178177
P49716		ENSG00000221869
	A0A0A0MTT2	ENSG00000188321
Q9BR84	A0A024R7B5	ENSG00000188321
	K7EQI4	ENSG00000188321
Q9BR84		ENSG00000188321
	K7EKU6	ENSG00000188321
	A0A0A0MTS4	ENSG00000188321
	S4R3U0	ENSG00000188321
	S4R3F2	ENSG00000188321
	K7ERK9	ENSG00000188321
	K7EK98	ENSG00000188321
	K7EM21	ENSG00000188321
	K7EN17	ENSG00000188321
Q9H7S9		ENSG00000183779
P10074		ENSG00000204859
	Q5SY20	ENSG00000204859
	Q5SY21	ENSG00000204859
	K7EM76	ENSG00000204859
	K7ENV2	ENSG00000204859
P14316		ENSG00000168310
	A0A8Q3SIZ2	ENSG00000168310
	H0Y956	ENSG00000168310
	A0A8Q3SIZ8	ENSG00000168310
	K4DIA4	ENSG00000168310
P14316	D6RB08	ENSG00000168310
	A0A8Q3SJ30	ENSG00000168310
	A0A8Q3SIV4	ENSG00000168310
	K4DIA5	ENSG00000168310
	D6R9N5	ENSG00000168310
	D6RED1	ENSG00000168310
Q96JC4		ENSG00000185177
Q8TA94		ENSG00000188868
	M0R1L6	ENSG00000188868
	A0A0C4DGQ9	ENSG00000188868
	M0R1Q6	ENSG00000188868
Q9H7R0		ENSG00000198342
	C9JC15	ENSG00000198342
	D3YTF2	ENSG00000196466
Q96GE5		ENSG00000196466
	M0R0E1	ENSG00000196466
Q9Y2A4		ENSG00000180855
	F8WDY2	ENSG00000180855
Q8N972		ENSG00000242852
	H7C129	ENSG00000242852
Q8IYX0		ENSG00000197123
	A0A1D5RMN6	ENSG00000234444
B4DX44		ENSG00000234444
Q8NEM1		ENSG00000173041
	E7EVL6	ENSG00000214022
	C9J590	ENSG00000214022
Q9BWE0	A0A090N8H1	ENSG00000214022
	C9J0L4	ENSG00000214022
	C9JZE3	ENSG00000214022
	C9JYJ8	ENSG00000214022
Q9BWE0		ENSG00000214022
	C9J7D4	ENSG00000214022
	E5RK52	ENSG00000214022
	C9J7L2	ENSG00000214022
Q6ZN30		ENSG00000173068
	H0Y4J1	ENSG00000173068
	H0Y6W5	ENSG00000173068
	F5H586	ENSG00000173068
	A0A8V8TPU4	ENSG00000173068
	B1APH0	ENSG00000173068
	Q06HB5	ENSG00000173068
	A0A1B0GX98	ENSG00000173068
	Q06HB9	ENSG00000173068
	S4R3R8	ENSG00000173068
	S4R351	ENSG00000173068
	S4R3K9	ENSG00000173068
	S4R3X5	ENSG00000173068
	Q06HC7	ENSG00000173068
	C9JVG2	ENSG00000196456
Q96BV0		ENSG00000196456
	C9JAM7	ENSG00000196456
Q14593		ENSG00000198039
	E9PL30	ENSG00000198039
Q01860	D2IYK3	ENSG00000204531
	F2Z381	ENSG00000204531
	M1S623	ENSG00000204531
Q8IZM8		ENSG00000175105
Q9UC07		ENSG00000198429
	C9JR48	ENSG00000198429
	A0A087WVH9	ENSG00000196757
Q9H0M5		ENSG00000196757
	K7EQV7	ENSG00000196757
	F5H0A9	ENSG00000267179
	K7EJH5	ENSG00000267179
	K7EPL6	ENSG00000267179
		ENSG00000267179
	K7EJ80	ENSG00000197054
Q0D2J5		ENSG00000197054
	K7EJF3	ENSG00000197054
	K7ESF6	ENSG00000197054
	H7C2C9	ENSG00000257591
	F2Z3I2	ENSG00000257591
Q96I27		ENSG00000257591
Q9H8N7		ENSG00000186918
	H0YAN1	ENSG00000186918
	E5RFV4	ENSG00000186918
	E5RGF1	ENSG00000186918
	E5RG59	ENSG00000186918
	E5RH90	ENSG00000186918
	A0A0C4DGD9	ENSG00000186918
Q92858		ENSG00000172238
Q9BQA5	A0A024R3F5	ENSG00000172273
	E9PL67	ENSG00000172273
Q9BQA5		ENSG00000172273
	E9PJA3	ENSG00000172273
Q9BS31		ENSG00000198093
	M0QX90	ENSG00000198093
	M0R098	ENSG00000198093
	M0R1B1	ENSG00000198093
	M0QYA0	ENSG00000198093
Q6PF04		ENSG00000176024
	M0R2C1	ENSG00000176024
	M0QX19	ENSG00000176024
	A0A1B0GUH8	ENSG00000176024
Q9GZX5		ENSG00000256683
	M0R017	ENSG00000256683
	M0QY52	ENSG00000256683
	M0QYT6	ENSG00000256683
	M0R1T8	ENSG00000256683
	G3V1D5	ENSG00000187987
Q3MJ62		ENSG00000187987
P49910	Q53Z40	ENSG00000197279
Q9H4T2		ENSG00000196812
Q969J2	A0A0S2Z658	ENSG00000187626
	A0A8C8KK49	ENSG00000196247
Q9UII5	A0A024R5Y9	ENSG00000196247
	A0A0B4J2G0	ENSG00000196247
	A0A087WYK5	ENSG00000196247
	C9JSF9	ENSG00000196247
Q7RTU4		ENSG00000205899
A8MUZ8		ENSG00000215372
P0CI00		ENSG00000215356
	M0R1N1	ENSG00000170954
Q09FC8		ENSG00000170954
	M0QX59	ENSG00000170954
	M0R2I1	ENSG00000170954
	M0R2T6	ENSG00000170954
	M0R0R1	ENSG00000170954
	M0QZA6	ENSG00000170954
	M0QZ38	ENSG00000170954
	M0R0D9	ENSG00000170954
	M0R191	ENSG00000170954
	M0QXZ4	ENSG00000170954
	M0R358	ENSG00000170954
	A0A3F2YPB8	ENSG00000174652
Q14584	A0A024R7B6	ENSG00000174652
	F5H4P1	ENSG00000176371
Q7Z7L9		ENSG00000176371
	F5H789	ENSG00000176371
	F5H1K4	ENSG00000176371
Q7Z7L9	A0A024RC69	ENSG00000176371
	F8W6Y9	ENSG00000176371
	F5H2D8	ENSG00000176371
	A0A0C4DFQ3	ENSG00000176371
	F5GZ04	ENSG00000176371
	F5H3F3	ENSG00000176371
	F5GY18	ENSG00000176371
Q8TDD2		ENSG00000170374
Q8TDD2	A0A024RAY8	ENSG00000170374
	F8VV67	ENSG00000170374
	H3BUU5	ENSG00000185591
P08047		ENSG00000185591
	H3BVI2	ENSG00000185591
	I3L4I6	ENSG00000185947
Q14586		ENSG00000185947
	H3BNA3	ENSG00000185947
	H3BMG2	ENSG00000185947
	H3BPW2	ENSG00000185947
	A0A0C4DG37	ENSG00000171291
	C9JMA7	ENSG00000171291
Q8NDP4		ENSG00000171291
	A0A804HI69	ENSG00000171291
Q8NA42		ENSG00000188283
	K7EJN0	ENSG00000188283
	K7ELW4	ENSG00000188283
	J9JIF5	ENSG00000168772
	A0A8V8TLX0	ENSG00000168772
	M0R2M4	ENSG00000204519
Q7Z340		ENSG00000204519
	M0R209	ENSG00000204519
Q13106	A0A024R4Q0	ENSG00000179909
	A0A0C4DG08	ENSG00000197782
O75290		ENSG00000197782
	M0QXV4	ENSG00000197782
	A0A075B796	ENSG00000197782
	A0A075B791	ENSG00000197782
	A0A075B7B0	ENSG00000197782
	M0QYL2	ENSG00000197782
Q0VGE8	A0A024R4J0	ENSG00000180257
	M0R0G1	ENSG00000180257
	I3L0H5	ENSG00000180257
	M0QY99	ENSG00000180257
	M0QZX7	ENSG00000180257
	F5GXJ3	ENSG00000180257
	M0QZJ6	ENSG00000197937
Q96SE7		ENSG00000197937
Q96SE7	A0A024R4L7	ENSG00000197937
	M0QXR8	ENSG00000197937
	M0QZE2	ENSG00000197937
	M0R1E9	ENSG00000197937
Q9H7R5		ENSG00000197497
	A0A3Q5AD24	ENSG00000197497
Q86XU0		ENSG00000197928
	M0R297	ENSG00000197928
	M0QYA4	ENSG00000197928
	M0R1V2	ENSG00000197928
	M0R079	ENSG00000197928
	M0R0I7	ENSG00000197928
Q9HCG1	A0A024R4Q2	ENSG00000170949
	M0QZI7	ENSG00000170949
	M0QXU9	ENSG00000170949
	M0QZ49	ENSG00000170949
Q9HCG1		ENSG00000170949
	B5MCC4	ENSG00000172059
O14901	Q53QU8	ENSG00000172059
	E7EX78	ENSG00000172059
O14901		ENSG00000172059
	C9JM94	ENSG00000172059
Q9UK11		ENSG00000178386
	K7EPW2	ENSG00000178386
	K7ER65	ENSG00000178386
	K7EQ32	ENSG00000178386
Q2VY69		ENSG00000186026
Q9NZL3		ENSG00000267680
	K7EL24	ENSG00000267680
	K7ENI7	ENSG00000267680
	K7ENA2	ENSG00000256294
Q9UK10		ENSG00000256294
	K7ERU6	ENSG00000256294
	K7ENC8	ENSG00000256294
Q14588	A0A024R0N3	ENSG00000263002
	K7ELL2	ENSG00000263002
P0CG40		ENSG00000217236
Q9P0L1		ENSG00000196345
	E7EMM9	ENSG00000196345
	C9J6L6	ENSG00000196345
	H7BZE7	ENSG00000196345
P78411		ENSG00000176842
	H0YML8	ENSG00000176842
	A0A494C1N8	ENSG00000174428
Q6EKJ0		ENSG00000174428
	A0A087WW90	ENSG00000174428
		ENSG00000174428
	C9JQH5	ENSG00000186448
O14709		ENSG00000186448
	F8WEU5	ENSG00000186448
	H3BP52	ENSG00000174197
	A0A8C8P5L8	ENSG00000174197
Q8IWI9		ENSG00000174197
	A0A994J6L2	ENSG00000174197
	A0A994J4J1	ENSG00000174197
	A0A994J443	ENSG00000174197
	H3BU53	ENSG00000174197
P13682		ENSG00000169981
	C9JGS9	ENSG00000169981
	C9JGR2	ENSG00000169981
	C9J011	ENSG00000169981
P78414		ENSG00000170549
P17098		ENSG00000278129
	M0R2F0	ENSG00000198131
	M0QX86	ENSG00000198131
Q6NX49		ENSG00000198131
	M0QY11	ENSG00000198131
	J3KQC8	ENSG00000198131
	M0R0U7	ENSG00000198131
	M0QZM7	ENSG00000198131
	M0QZY0	ENSG00000198131
	Q8IVS5	ENSG00000198131
P31260		ENSG00000253293
Q01892		ENSG00000269404
Q01892	A0A024R4I5	ENSG00000269404
	M0QXA8	ENSG00000269404
	M0R037	ENSG00000269404
	M0R2J9	ENSG00000269404
Q6SJ96		ENSG00000182521
	G3V454	ENSG00000182521
P52742		ENSG00000176293
	Q8N9M3	ENSG00000176293
	M0R0N7	ENSG00000176293
Q86UD4	A0A024R4Q4	ENSG00000181894
	M0R136	ENSG00000181894
	A0A7I2PS51	ENSG00000169083
P10275		ENSG00000169083
P10275	A0A087X1B6	ENSG00000169083
	E9PEG3	ENSG00000169083
	A0A087WUX9	ENSG00000169083
	F5GZG9	ENSG00000169083
P35680	Q6FHW6	ENSG00000275410
P35680	E0YMJ6	ENSG00000275410
	A0A0C4DGS8	ENSG00000275410
	A0A087WZC2	ENSG00000275410
Q9BRR0		ENSG00000189298
O95365		ENSG00000178951
Q7Z3I7		ENSG00000180938
	A0A0D9SEX1	ENSG00000169057
	D3YJ43	ENSG00000169057
P51608	D3YJ43	ENSG00000169057
P51608	A0A140VKC4	ENSG00000169057
	C9JH89	ENSG00000169057
	A0A0D9SFX7	ENSG00000169057
	A0A1B0GTV0	ENSG00000169057
	A0A0S2Z401	ENSG00000169057
	B5MCB4	ENSG00000169057
	A0A6Q8PHQ3	ENSG00000169057
	A0A6Q8PF93	ENSG00000169057
		ENSG00000169057
	H7BY72	ENSG00000169057
	A0A8I5KWK6	ENSG00000169955
Q9BV97		ENSG00000169955
Q9BV97	A0A024QZG5	ENSG00000169955
Q8IZ20		ENSG00000176083
	X1WI32	ENSG00000176083
	A0A0A0MT21	ENSG00000176083
	Q5T145	ENSG00000176083
	Q5T142	ENSG00000176083
	A0A0A0MSJ7	ENSG00000176083
	X1WI31	ENSG00000176083
Q9H930		ENSG00000185404
	U5Y3L1	ENSG00000185404
	H7BYP4	ENSG00000185404
Q9H2W2		ENSG00000185155
Q9H2W2	A0A024R3T7	ENSG00000185155
Q8IY51		ENSG00000169989
Q96N22		ENSG00000196172
	E9PJB6	ENSG00000196172
	E9PSC0	ENSG00000196172
	A0A494C013	ENSG00000263001
	A0A494C1K3	ENSG00000263001
	A0A8I5KVB5	ENSG00000263001
P78347	X5DR09	ENSG00000263001
P78347	X5DNP5	ENSG00000263001
P78347	X5D2J9	ENSG00000263001
P78347	X5D939	ENSG00000263001
P78347		ENSG00000263001
	C9J6M0	ENSG00000263001
	A0A494C0Q7	ENSG00000263001
Q9GZU2		ENSG00000198300
	A0A3B3ITJ6	ENSG00000198300
	A0A3B3IRU6	ENSG00000198300
	A0A3B3ISL2	ENSG00000198300
	M0QZD4	ENSG00000198300
	M0QXG1	ENSG00000198300
P0CG24		ENSG00000228623
Q8N184		ENSG00000189042
	F8WEL6	ENSG00000189042
	K7EMD5	ENSG00000189042
	K7ESK1	ENSG00000189042
	A0A669KBI7	ENSG00000272333
	A0A8I5KWP7	ENSG00000272333
Q9UMN6		ENSG00000272333
	A0A8I5KPK0	ENSG00000272333
	A0A8I5KVT4	ENSG00000272333
	A0A8I5QL11	ENSG00000272333
	A0A669KAX8	ENSG00000272333
	A0A8I5KX31	ENSG00000272333
	A0A8I5KU66	ENSG00000272333
	A0A8I5KTD0	ENSG00000272333
	A0A8I5KXU7	ENSG00000272333
	A0A8I5KX30	ENSG00000272333
	A0A8I5KWL4	ENSG00000272333
	A0A669KB23	ENSG00000272333
	A0A8I5QJW0	ENSG00000272333
	A0A8I5KUL1	ENSG00000272333
	A0A8I5KRR3	ENSG00000272333
	A0A8I5KWS6	ENSG00000272333
	A0A8I5KR41	ENSG00000272333
	A0A8I5KZ64	ENSG00000272333
	A0A669KBD5	ENSG00000272333
	A0A8I5KY89	ENSG00000272333
	A0A8I5KUC7	ENSG00000272333
	H7BXP4	ENSG00000213928
	H0YNM9	ENSG00000213928
	A0A8V8TMN7	ENSG00000213928
	A0A8V8TMQ7	ENSG00000213928
	A0A8V8TMJ8	ENSG00000213928
	A0A8V8TMK5	ENSG00000213928
Q00978		ENSG00000213928
	A0A8V8TMP1	ENSG00000213928
	A0A8V8TPD7	ENSG00000213928
	H0YMB0	ENSG00000213928
	A0A8V8TP35	ENSG00000213928
	A0A8V8TP43	ENSG00000213928
	A0A8V8TP30	ENSG00000213928
	H0YNP4	ENSG00000213928
	A0A8V8TN13	ENSG00000213928
	A0A8V8TPF5	ENSG00000213928
	A0A8V8TN47	ENSG00000213928
	A0A8V8TMP0	ENSG00000213928
	A0A8V8TPF1	ENSG00000213928
	A0A8V8TMP6	ENSG00000213928
	A0A8V8TP83	ENSG00000213928
	A0A8V8TNB4	ENSG00000213928
	A0A8V8TPL3	ENSG00000213928
	A0A8V8TMU4	ENSG00000213928
	A0A8V8TMV6	ENSG00000213928
	C9JJK8	ENSG00000196646
	C9JR58	ENSG00000196646
	A0A494C0J2	ENSG00000196646
P52737		ENSG00000196646
	C9J2Q9	ENSG00000196646
Q86UP8		ENSG00000196275
	A0A494C0I1	ENSG00000196275
Q9C0D4		ENSG00000178163
	D6RDM9	ENSG00000178163
Q9Y2D1	A0A024QZG3	ENSG00000169136
	M0R0D5	ENSG00000169136
	M0R040	ENSG00000169136
	M0QZD2	ENSG00000169136
Q9ULD5		ENSG00000196453
	A0A2R8YDQ5	ENSG00000181220
Q6NUN9		ENSG00000181220
	A0A8J9FQ52	ENSG00000181220
	C9JNZ9	ENSG00000181220
Q8N8Y5		ENSG00000181638
A8MZ59		ENSG00000213921
	A0A0G2JH32	ENSG00000264668
	E5RG07	ENSG00000250571
P10075		ENSG00000250571
	E5RGM1	ENSG00000250571
	E5RIX4	ENSG00000250571
	E5RFY1	ENSG00000250571
	H0YBH2	ENSG00000250571
	E5RJV3	ENSG00000185730
	E5RG39	ENSG00000185730
	E5RH76	ENSG00000185730
	E5RFI7	ENSG00000185730
Q9H7X3		ENSG00000185730
	E5RH99	ENSG00000185730
	F8VS19	ENSG00000223547
Q08AG5		ENSG00000223547
	F8WE48	ENSG00000223547
C9JN71		ENSG00000257446
Q86V71		ENSG00000197013
	M0QZ47	ENSG00000197013
	M0QYC4	ENSG00000197013
O60682		ENSG00000178860
Q6ZN11		ENSG00000188227
	K7ERJ7	ENSG00000188227
	K7EQP3	ENSG00000188227
	K7EMU0	ENSG00000188227
	K7EN11	ENSG00000188227
	K7EL37	ENSG00000188227
	K7EMH8	ENSG00000188227
O60675	A0A024R804	ENSG00000198517
	M0QX02	ENSG00000198046
Q5HYK9		ENSG00000198046
	K7EQ15	ENSG00000198046
	K7ERY5	ENSG00000198046
	K7EIE0	ENSG00000198046
	M0R084	ENSG00000197128
	M0R156	ENSG00000197128
Q68DY9		ENSG00000197128
	C9JFF8	ENSG00000197128
	C9J1S5	ENSG00000197128
	A0A087WTB1	ENSG00000197128
Q68EA5	A5HJR3	ENSG00000171970
	E5RHE3	ENSG00000171970
	G3V131	ENSG00000171970
	K7ERB8	ENSG00000171970
Q8N196		ENSG00000177045
	H0YLK1	ENSG00000177045
	H0YLF6	ENSG00000177045
Q8IYN0		ENSG00000197020
	A0A0A0MTN5	ENSG00000197020
	M0R0Q1	ENSG00000197020
	M0R071	ENSG00000197020
	M0QZ64	ENSG00000204514
	M0QZ45	ENSG00000204514
	M0QYL6	ENSG00000204514
	M0R0R0	ENSG00000204514
	M0QYA7	ENSG00000204514
	M0R066	ENSG00000204514
	M0QZS8	ENSG00000204514
B7Z6K7		ENSG00000204514
	M0QY74	ENSG00000204514
Q96EK4		ENSG00000168286
	E9PLI7	ENSG00000213967
	J3KNQ9	ENSG00000213967
	A0A8I5GK09	ENSG00000213967
A6NNF4		ENSG00000213967
	F1T0F3	ENSG00000213967
Q68DY1		ENSG00000188171
	M0QY39	ENSG00000188171
A8MXY4		ENSG00000213973
P0CB33		ENSG00000223614
Q8IX07		ENSG00000179588
	A0A087WZP1	ENSG00000179588
	A0A087X1H8	ENSG00000179588
	A0A087WWQ0	ENSG00000179588
Q3KNW1		ENSG00000185669
P52952	A0A0S2Z383	ENSG00000183072
P52952	A0A0S2Z3K2	ENSG00000183072
P52952		ENSG00000183072
	E5RH49	ENSG00000183072
Q9HBT8		ENSG00000187607
	J3KRV6	ENSG00000187607
	J3KRF9	ENSG00000187607
	J3KSW0	ENSG00000187607
	J3QQV4	ENSG00000187607
	K7EQ88	ENSG00000187607
	J3KSJ1	ENSG00000187607
	J3KRD3	ENSG00000187607
	A8MTT8	ENSG00000187607
	K7ENW2	ENSG00000187607
	A0A8V8TPI9	ENSG00000188994
	E5RJG2	ENSG00000188994
	A0A8V8TP18	ENSG00000188994
O60281		ENSG00000188994
	J3KNV1	ENSG00000188994
	A0A8V8TPC9	ENSG00000188994
	H0YB79	ENSG00000188994
	H0YAU0	ENSG00000188994
	A0A8V8TQW3	ENSG00000188994
Q3SYB3		ENSG00000273514
Q6IQ21		ENSG00000198146
	H0YM59	ENSG00000198146
Q6NSW7		ENSG00000255192
	A0A8V8TMF3	ENSG00000185811
	A0A2R8YFR0	ENSG00000185811
	A0A2R8Y4T7	ENSG00000185811
	A0A8V8TNQ0	ENSG00000185811
	A0A2R8Y4D3	ENSG00000185811
Q13422		ENSG00000185811
	C9JTB0	ENSG00000185811
